Neutrino Energy (GeV),Propagation Distance (km),Mixing Angle Theta,sin²(2θ),Mass-Squared Difference (eV^2),Shots Used,Number of Trials,Simulation Time Points,Analytical Time Points,Using Real QPU,Analytical Time Points,Analytical Electron,Analytical Muon,Analytical Electron Sim Time-Matched,Analytical Muon Sim Time-Matched,Time Points in Simulation,Simulation Electron Median,Electron Lower Error,Electron Upper Error,Simulation Muon Median,Muon Lower Error,Muon Upper Error,Trial 1: Electron Probabilities,Trial 1: Muon Probabilities,Trial 2: Electron Probabilities,Trial 2: Muon Probabilities,Trial 3: Electron Probabilities,Trial 3: Muon Probabilities,Trial 4: Electron Probabilities,Trial 4: Muon Probabilities,Trial 5: Electron Probabilities,Trial 5: Muon Probabilities,Trial 6: Electron Probabilities,Trial 6: Muon Probabilities,Trial 7: Electron Probabilities,Trial 7: Muon Probabilities,Trial 8: Electron Probabilities,Trial 8: Muon Probabilities,Trial 9: Electron Probabilities,Trial 9: Muon Probabilities,Trial 10: Electron Probabilities,Trial 10: Muon Probabilities
,,,,,,,,,,63.06306306306307,0.955020849366252,0.04497915063374799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,64.06406406406407,0.9536102926589692,0.046389707341030734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,65.06506506506507,0.9521793285701392,0.04782067142986078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,66.06606606606607,0.9507280403538552,0.04927195964614479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,67.06706706706707,0.9492565124466769,0.050743487553323134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,68.06806806806807,0.9477648304627175,0.05223516953728246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,69.06906906906907,0.9462530811886632,0.053746918811336745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,70.07007007007007,0.9447213525787235,0.05527864742127653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,71.07107107107107,0.9431697337495137,0.056830266250486206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,72.07207207207207,0.9415983149748711,0.05840168502512886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,73.07307307307308,0.9400071876806015,0.0599928123193984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,74.07407407407408,0.9383964444391613,0.061603555560838706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,75.07507507507508,0.9367661789642703,0.06323382103572972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,76.07607607607608,0.9351164861054606,0.06488351389453945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,77.07707707707708,0.9334474618425573,0.06655253815744262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,78.07807807807808,0.9317592032800952,0.0682407967199048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,79.07907907907908,0.9300518086416683,0.06994819135833175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,80.08008008008008,0.9283253772642157,0.07167462273578433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,81.0810810810811,0.926580009592242,0.07341999040775804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,82.0820820820821,0.9248158071719734,0.07518419282802655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,83.0830830830831,0.9230328726454499,0.07696712735455014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,84.0840840840841,0.9212313097445529,0.07876869025544712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,85.0850850850851,0.9194112232849707,0.08058877671502927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,86.0860860860861,0.9175727191601002,0.08242728083989981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,87.0870870870871,0.9157159043348855,0.0842840956651145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,88.0880880880881,0.9138408868395952,0.0861591131604048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,89.0890890890891,0.9119477757635368,0.08805222423646321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,90.0900900900901,0.91003668124871,0.08996331875129006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,91.0910910910911,0.9081077144833984,0.0918922855166016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,92.0920920920921,0.9061609876957009,0.09383901230429909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,93.0930930930931,0.9041966141470019,0.09580338585299812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,94.0940940940941,0.9022147081253816,0.09778529187461836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,95.0950950950951,0.9002153849389671,0.09978461506103285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,96.0960960960961,0.8981987609092235,0.1018012390907766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,97.0970970970971,0.8961649533641859,0.10383504663581415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,98.0980980980981,0.8941140806316338,0.10588591936836621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,99.0990990990991,0.8920462620322067,0.10795373796779328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,100.10010010010011,0.8899616178724614,0.11003838212753855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,101.10110110110111,0.8878602694378732,0.11213973056212682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,102.10210210210211,0.8857423389857788,0.11425766101422113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,103.10310310310311,0.8836079497382641,0.11639205026173594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,104.10410410410411,0.8814572258749941,0.1185427741250059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,105.10510510510511,0.8792902925259891,0.12070970747401083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,106.10610610610611,0.8771072757643441,0.12289272423565593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,107.10710710710711,0.8749083025988933,0.1250916974011067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,108.10810810810811,0.8726935009668217,0.12730649903317826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,109.10910910910911,0.8704629997262212,0.12953700027377882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,110.11011011011011,0.868216928648593,0.13178307135140696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,111.11111111111111,0.8659554184112985,0.13404458158870142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,112.11211211211213,0.8636786005899558,0.13632139941004418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,113.11311311311313,0.8613866076507845,0.13861339234921552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,114.11411411411413,0.859079572942899,0.14092042705710095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,115.11511511511513,0.8567576306905503,0.14324236930944964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,116.11611611611613,0.8544209159853167,0.14557908401468336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,117.11711711711713,0.8520695647782434,0.1479304352217566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,118.11811811811813,0.8497037138719341,0.15029628612806584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,119.11911911911913,0.847323500912591,0.15267649908740893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,120.12012012012013,0.8449290643820064,0.15507093561799354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,121.12112112112113,0.842520543589506,0.15747945641049396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,122.12212212212214,0.840098078663844,0.15990192133615602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,123.12312312312314,0.8376618105450497,0.16233818945495024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,124.12412412412414,0.8352118809762286,0.16478811902377147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
